"coder_id","paper_id","entry_id"
"C_Hovis",1893,"2"
"C_Hovis",1893,"1"
"C_Hovis",1893,"3"
"C_Hovis",1893,"4"
"C_Hovis",1893,"5"
"C_Hovis",1893,"6"
